@relation training-set

@attribute @class@ {Social,Technology,Politics,Sports}
@attribute content string

@data
Social,'ST reader Raymond Chua a senior lecturer at Ngee Ann Polytechnic sent us this stunning sequence of this morning s solar eclipse which he took with a Canon DMK on a tripod from a th floor balcony in Upper Bukit Timah V Send your photos to us if you wish to share them in our Facebook Timeline Photos'
Social,'Singaporeans who responded to PM Lee s request came up with some of the most impressive photos of this morning s solar PM Lee puts out Facebook call for solar eclipse photos social media rises to the occasion'
Politics,'JUST IN Donald Trump wins the Republican caucuses in Hawaii his third victory of the Read more about the US presidential elections here Donald Trump wins Hawaii Republican caucuses US networks'
Social,'COE prices closed higher at latest bidding Cat A Cat B Cat C Cat D Cat E COE prices close higher at first round of bidding in March'
Social,'In My Paper More Chinese couples are opting to do away with the gatecrashing ritual on their big day say wedding Also in Smaller more intimate More Chinese couples say I do to intimate weddings'
Social,'Wednesday s solar eclipse may be over but photographs are See some of the best pictures throughout the region in our gallery Photos from The Straits Times s post'
Technology,'Samsung has gone out of its way to improve the camera on the S making both S devices worth upgrading just for it says Deputy Tech Editor Sherwin L Samsung S duo more than just an upgrade'
Social,'Solar eclipse A combination image showing the sequence of the eclipse in Singapore from start to finish on March ST PHOTO MARK CHEONG The Straits Times s cover photo'
Technology,'Parents see programming and computing skills as essential for Coding classes for kids in high demand'
Politics,'Distressing details from domestic violence survivor campaigner Rachel W Powerful interview in full The Today Programme'
Technology,'Bet you know a colleague who could do with one of these BBC Technology Tech Tent'
Social,'It s believed one in four people are affected by mental health problems every year in England All this week the BBC is running a special series InTheMind looking at some of the issues Ros Atkins was joined by mental health campaigner Jonny Benjamin Dr Radha Modgil to answer your mental health You can read much more about the series here'
Social,'How many sugars would you like in your spiced tea Twenty BBCGoFigure Timeline Photos'
Social,'A video for anyone dealing with mental health InTheMind Plus just after GMT mental health campaigner Jonny Benjamin Dr Radha Modgil will be here to answer your mental health questions in a live Facebook More here'
Sports,'They really weren t happy about Beyonc s Super Bowl performance calling it racism Three people attend NY anti Beyonce protest'
Social,'Lovers of the world rejoice Times have The rise of the afternoon delight hotel booking'
Politics,'I have a lot of faith in the American people President Obama Donald Trump will not be president says Obama'
Politics,'His vest calls Mr Putin the words the most polite president Russian footballer provokes Turkey with Putin shirt'
Technology,'Apple says the FBI s demands set a dangerous precedent Apple rejects order to unlock gunman s phone'
Politics,'Presidential hopeful Jeb Bush tweeted this picture with the word America It was met with a fair bit of Jeb Bush s gun tweet backfires'
Social,'The Harry Potter star worries East Asians will be cast in stereotypical Katie Leung I ve yet to play a non Chinese role'
Social,'The suspect s accused of being involved in a protest over a hanging Indian student beaten up by lawyers in court'
Technology,'The San Bernardino gunman and his wife killed people last Apple ordered to unlock gunman s iPhone'
Social,'Don t make him angry you wouldn t like him when he s Pope Francis rebukes Mexican crowd'
Technology,'It also claimed Apple helped China s government with iPhone Apple hits back at corrosive US government claim'
Technology,'Google A and eBay are the latest companies to back A Online giants back Apple in FBI iPhone unlock battle'
Technology,'eBay Amazon and Google are united behind A Tech giants back Apple in FBI iPhone unlock battle'
Technology,'He denied a motion to get an iPhone unlocked in a drug US judge backs Apple in new access fight'
Technology,'Apple says law enforcement authorities are seeking dangerous powers Apple asks court to reverse iPhone order'
Technology,'Mark Zuckerberg said he did not believe the authorities should have back doors to bypass encryption Zuckerberg is sympathetic to Apple in its clash with FBI'
Technology,'One step closer to being allowed on public Legal breakthrough for Google s self driving car'
Technology,'Tube bus rail tram black cab Boris bike driverless London keen on Google vehicle trials'
Technology,'Google s AI software to go head to head with world s highest ranked Go player bbcgofigure'
